<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.06.26	08:15:00	4031.06	4035.76	4029.87	4035.50	3018	0	15
2026.06.26	08:30:00	4035.26	4036.05	4032.40	4035.67	2704	0	15
2026.06.26	08:45:00	4035.68	4037.78	4029.70	4031.00	2816	0	15
2026.06.26	09:00:00	4030.99	4041.63	4029.48	4039.45	2984	0	15
2026.06.26	09:15:00	4039.44	4050.73	4034.49	4048.29	3741	0	15
2026.06.26	09:30:00	4048.13	4054.04	4045.15	4048.08	3155	0	15
2026.06.26	09:45:00	4048.04	4053.97	4045.49	4047.20	3142	0	15
2026.06.26	10:00:00	4047.20	4052.22	4044.41	4051.02	3023	0	15
2026.06.26	10:15:00	4051.02	4051.53	4042.26	4048.21	2398	0	15
2026.06.26	10:30:00	4048.21	4054.51	4046.85	4048.60	2765	0	15
2026.06.26	10:45:00	4048.60	4054.99	4047.76	4054.70	2908	0	15
2026.06.26	11:00:00	4054.76	4055.41	4047.23	4047.23	3075	0	15
2026.06.26	11:15:00	4047.23	4054.06	4046.01	4052.71	2563	0	15
2026.06.26	11:30:00	4052.85	4055.38	4046.24	4046.75	2751	0	15
2026.06.26	11:45:00	4046.75	4048.56	4042.74	4045.94	3161	0	15
2026.06.26	12:00:00	4046.08	4050.94	4043.74	4049.17	2857	0	15
2026.06.26	12:15:00	4049.15	4051.60	4042.07	4046.67	3290	0	15
2026.06.26	12:30:00	4046.64	4049.35	4035.81	4040.32	3819	0	15
2026.06.26	12:45:00	4040.32	4061.54	4039.44	4059.05	4607	0	15
2026.06.26	13:00:00	4059.20	4066.02	4043.25	4050.65	5919	0	15
2026.06.26	13:15:00	4050.56	4058.64	4043.37	4057.11	5869	0	15
2026.06.26	13:30:00	4056.81	4062.26	4045.00	4062.22	7149	0	15
2026.06.26	13:45:00	4062.42	4078.04	4058.59	4073.50	6804	0	15
2026.06.26	14:00:00	4073.50	4085.12	4067.74	4082.26	6231	0	15
2026.06.26	14:15:00	4082.26	4093.08	4081.29	4084.46	6285	0	15
2026.06.26	14:30:00	4084.62	4084.95	4076.41	4082.66	5528	0	15
2026.06.26	14:45:00	4082.74	4091.80	4080.48	4080.54	5916	0	15
2026.06.26	15:00:00	4080.67	4083.27	4075.71	4079.59	4634	0	15
2026.06.26	15:15:00	4079.68	4084.53	4077.95	4084.27	5345	0	15
2026.06.26	15:30:00	4084.26	4095.59	4081.78	4095.11	5214	0	15
2026.06.26	15:45:00	4095.11	4096.06	4083.46	4090.55	4896	0	15
2026.06.26	16:00:00	4090.64	4092.93	4088.46	4091.27	4145	0	15
2026.06.26	16:15:00	4091.26	4093.49	4083.05	4086.70	4531	0	15
2026.06.26	16:30:00	4087.01	4093.15	4082.21	4084.57	3812	0	15
2026.06.26	16:45:00	4084.56	4086.81	4082.85	4085.12	3125	0	15
2026.06.26	17:00:00	4085.12	4088.15	4082.46	4083.48	2564	0	15
2026.06.26	17:15:00	4083.48	4085.13	4080.31	4081.55	3198	0	15
2026.06.26	17:30:00	4081.66	4083.37	4073.93	4076.74	3875	0	15
2026.06.26	17:45:00	4076.78	4077.82	4073.66	4074.77	3086	0	15
2026.06.26	18:00:00	4074.77	4078.84	4072.20	4076.87	2958	0	15
2026.06.26	18:15:00	4076.87	4077.02	4071.56	4073.54	3166	0	15
2026.06.26	18:30:00	4073.55	4075.50	4071.81	4072.62	2340	0	15
2026.06.26	18:45:00	4072.58	4072.58	4067.10	4067.36	3554	0	15
2026.06.26	19:00:00	4067.36	4070.06	4064.54	4069.46	3438	0	15
2026.06.26	19:15:00	4069.51	4069.64	4064.50	4066.44	2648	0	15
2026.06.26	19:30:00	4066.47	4070.86	4065.80	4068.56	3023	0	15
2026.06.26	19:45:00	4068.56	4074.66	4066.98	4071.77	3712	0	15
2026.06.26	20:00:00	4071.79	4072.66	4064.48	4067.77	2508	0	19
2026.06.26	20:15:00	4067.77	4072.82	4066.21	4071.99	2071	0	58
2026.06.26	20:30:00	4071.99	4072.02	4066.93	4070.67	3101	0	40
2026.06.28	22:00:00	4075.87	4077.84	4069.45	4069.73	889	0	58
2026.06.28	22:15:00	4069.99	4070.03	4053.12	4057.16	3286	0	58
2026.06.28	22:30:00	4057.16	4065.28	4055.90	4063.22	2236	0	58
2026.06.28	22:45:00	4063.18	4069.21	4062.09	4066.09	1882	0	58
2026.06.28	23:00:00	4066.02	4070.34	4065.15	4065.45	2695	0	58
2026.06.28	23:15:00	4065.51	4065.56	4055.32	4056.81	2291	0	58
2026.06.28	23:30:00	4056.81	4062.85	4051.85	4062.80	2339	0	15
2026.06.28	23:45:00	4062.80	4066.29	4061.12	4062.90	2922	0	15
2026.06.29	00:00:00	4062.73	4064.88	4053.50	4058.99	5481	0	15
2026.06.29	00:15:00	4058.99	4062.16	4048.35	4048.37	4676	0	15
2026.06.29	00:30:00	4048.37	4069.95	4048.37	4069.58	4220	0	15
2026.06.29	00:45:00	4069.58	4074.33	4063.08	4069.41	4199	0	15
2026.06.29	01:00:00	4069.49	4074.59	4053.97	4054.88	5984	0	15
2026.06.29	01:15:00	4054.89	4066.08	4054.74	4059.30	5335	0	15
2026.06.29	01:30:00	4059.41	4066.61	4055.88	4063.62	4914	0	15
2026.06.29	01:45:00	4063.62	4063.88	4054.98	4061.41	5087	0	15
2026.06.29	02:00:00	4061.38	4070.53	4059.40	4061.03	5637	0	15
2026.06.29	02:15:00	4061.03	4070.85	4060.43	4068.77	4347	0	15
2026.06.29	02:30:00	4068.87	4071.81	4058.13	4060.61	4951	0	15
2026.06.29	02:45:00	4060.68	4069.49	4059.02	4066.41	4701	0	15
2026.06.29	03:00:00	4066.41	4071.05	4065.09	4069.15	4522	0	15
2026.06.29	03:15:00	4069.15	4075.75	4067.41	4072.45	4012	0	15
2026.06.29	03:30:00	4072.48	4073.50	4065.90	4067.92	3835	0	15
2026.06.29	03:45:00	4067.91	4071.90	4066.10	4068.98	3037	0	15
2026.06.29	04:00:00	4068.98	4069.01	4064.23	4065.68	2659	0	15
2026.06.29	04:15:00	4065.68	4066.67	4062.25	4065.13	2229	0	15
2026.06.29	04:30:00	4065.13	4065.49	4052.89	4057.15	2883	0	15
2026.06.29	04:45:00	4057.15	4057.83	4049.66	4052.37	2727	0	15
2026.06.29	05:00:00	4052.37	4057.45	4047.82	4055.99	3570	0	15
2026.06.29	05:15:00	4055.99	4057.43	4047.95	4049.29	3352	0	15
2026.06.29	05:30:00	4049.29	4051.58	4039.40	4050.50	5255	0	15
2026.06.29	05:45:00	4050.47	4056.96	4047.19	4054.46	4560	0	15
2026.06.29	06:00:00	4054.50	4064.23	4053.60	4059.83	4680	0	15
2026.06.29	06:15:00	4059.84	4063.16	4056.03	4060.83	3546	0	15
2026.06.29	06:30:00	4060.92	4061.97	4054.95	4061.26	3162	0	15
2026.06.29	06:45:00	4061.26	4064.93	4059.87	4062.39	2955	0	15
2026.06.29	07:00:00	4062.42	4062.85	4056.14	4059.38	3399	0	15
2026.06.29	07:15:00	4059.29	4066.43	4058.16	4066.13	2822	0	15
2026.06.29	07:30:00	4066.13	4066.38	4061.06	4062.69	2515	0	15
2026.06.29	07:45:00	4062.70	4068.58	4060.86	4061.72	2654	0	15
2026.06.29	08:00:00	4061.72	4066.03	4060.39	4064.04	3022	0	15
2026.06.29	08:15:00	4064.01	4065.49	4060.67	4061.19	2676	0	15
2026.06.29	08:30:00	4061.18	4066.73	4054.80	4055.73	2720	0	15
2026.06.29	08:45:00	4055.69	4057.30	4043.83	4047.22	3168	0	15
2026.06.29	09:00:00	4047.22	4055.35	4045.46	4050.11	2875	0	15
2026.06.29	09:15:00	4049.91	4053.56	4045.21	4047.43	2822	0	15
2026.06.29	09:30:00	4047.43	4050.75	4040.75	4043.63	3215	0	15
2026.06.29	09:45:00	4043.63	4044.10	4024.54	4031.55	3958	0	15
2026.06.29	10:00:00	4031.55	4039.72	4027.48	4038.46	3121	0	15
2026.06.29	10:15:00	4038.44	4038.72	4032.73	4037.45	2370	0	15
2026.06.29	10:30:00	4037.45	4038.73	4031.86	4034.65	2466	0	15
2026.06.29	10:45:00	4034.65	4038.45	4032.61	4036.93	2356	0	15
2026.06.29	11:00:00	4036.97	4038.70	4032.45	4034.34	3386	0	15
2026.06.29	11:15:00	4034.34	4036.11	4027.49	4032.10	2597	0	15
2026.06.29	11:30:00	4032.02	4038.49	4029.95	4035.27	2834	0	15
2026.06.29	11:45:00	4035.27	4042.32	4034.87	4039.29	2707	0	15
2026.06.29	12:00:00	4039.26	4052.33	4037.99	4047.63	3392	0	15
2026.06.29	12:15:00	4047.63	4049.72	4037.76	4038.38	3436	0	15
2026.06.29	12:30:00	4038.41	4047.19	4037.63	4044.92	3363	0	15
2026.06.29	12:45:00	4044.81	4047.93	4042.48	4043.80	2947	0	15
2026.06.29	13:00:00	4043.87	4051.75	4043.65	4047.20	4131	0	15
2026.06.29	13:15:00	4047.20	4049.78	4037.94	4037.94	3690	0	15
2026.06.29	13:30:00	4037.99	4044.57	4033.97	4038.58	5673	0	15
2026.06.29	13:45:00	4038.58	4040.60	4028.29	4032.31	5692	0	15
2026.06.29	14:00:00	4032.32	4035.53	4008.69	4008.89	6516	0	15
2026.06.29	14:15:00	4008.79	4028.44	4000.89	4024.96	6259	0	15
2026.06.29	14:30:00	4024.90	4028.25	4020.14	4021.05	5056	0	15
2026.06.29	14:45:00	4021.05	4030.44	4017.97	4025.64	5245	0	15
2026.06.29	15:00:00	4025.92	4026.39	4019.34	4021.88	4530	0	15
2026.06.29	15:15:00	4021.97	4027.69	4016.71	4024.32	4275	0	15
2026.06.29	15:30:00	4024.60	4026.53	4017.64	4022.76	3730	0	15
2026.06.29	15:45:00	4022.76	4030.38	4022.21	4026.99	3364	0	15
2026.06.29	16:00:00	4026.99	4028.71	4023.64	4023.69	2298	0	15
2026.06.29	16:15:00	4023.69	4026.57	4021.91	4023.73	2342	0	15
2026.06.29	16:30:00	4023.73	4024.37	4018.62	4021.54	2886	0	15
2026.06.29	16:45:00	4021.54	4028.20	4020.80	4023.89	2641	0	15
2026.06.29	17:00:00	4023.98	4032.14	4023.33	4029.02	3160	0	15
2026.06.29	17:15:00	4029.00	4030.81	4022.43	4023.97	2806	0	15
2026.06.29	17:30:00	4023.95	4024.57	4020.81	4021.98	2386	0	15
2026.06.29	17:45:00	4022.04	4022.62	4019.35	4021.00	2247	0	15
2026.06.29	18:00:00	4021.00	4024.37	4020.43	4024.04	2047	0	15
2026.06.29	18:15:00	4024.04	4025.29	4020.33	4021.07	2269	0	15
2026.06.29	18:30:00	4021.07	4021.64	4019.55	4020.82	1394	0	15
2026.06.29	18:45:00	4020.82	4021.05	4012.01	4013.39	1899	0	15
2026.06.29	19:00:00	4013.40	4014.69	4007.95	4008.16	2473	0	15
2026.06.29	19:15:00	4008.06	4017.27	4005.36	4017.17	2240	0	15
2026.06.29	19:30:00	4017.13	4019.57	4016.34	4017.94	2252	0	15
2026.06.29	19:45:00	4017.94	4018.48	4012.60	4015.87	2886	0	15
2026.06.29	20:00:00	4015.87	4016.06	4012.58	4014.33	1129	0	15
2026.06.29	20:15:00	4014.33	4017.99	4014.32	4017.73	768	0	28
2026.06.29	20:30:00	4017.73	4017.86	4014.54	4015.74	654	0	28
2026.06.29	20:45:00	4015.74	4017.22	4014.58	4016.53	763	0	28
2026.06.29	22:00:00	4018.57	4021.95	4016.93	4018.42	788	0	28
2026.06.29	22:15:00	4018.42	4020.64	4015.33	4015.94	1453	0	28
2026.06.29	22:30:00	4015.89	4015.89	4010.42	4010.43	2094	0	28
2026.06.29	22:45:00	4010.32	4017.05	4009.60	4014.12	1850	0	28
2026.06.29	23:00:00	4014.55	4021.42	4014.08	4020.81	1589	0	15
2026.06.29	23:15:00	4020.81	4022.46	4015.49	4016.73	1487	0	15
2026.06.29	23:30:00	4016.73	4021.86	4013.42	4014.75	1569	0	15
2026.06.29	23:45:00	4015.23	4018.08	4013.58	4015.12	1977	0	15
2026.06.30	00:00:00	4015.09	4015.13	4003.37	4010.27	4963	0	15
2026.06.30	00:15:00	4010.16	4011.62	4003.98	4006.26	3442	0	15
2026.06.30	00:30:00	4006.31	4006.75	3990.94	3991.99	4493	0	15
2026.06.30	00:45:00	3991.93	3994.11	3980.02	3987.11	5573	0	15
2026.06.30	01:00:00	3987.11	3987.11	3944.28	3958.03	6840	0	15
2026.06.30	01:15:00	3958.03	3980.87	3950.34	3979.00	5997	0	15
2026.06.30	01:30:00	3979.00	3979.55	3966.13	3969.10	5696	0	15
2026.06.30	01:45:00	3969.13	3973.72	3961.46	3969.42	5341	0	15
2026.06.30	02:00:00	3969.40	3973.33	3952.31	3957.24	5368	0	15
2026.06.30	02:15:00	3957.24	3965.51	3955.95	3961.94	3635	0	15
2026.06.30	02:30:00	3961.93	3964.09	3954.41	3959.72	4593	0	15
2026.06.30	02:45:00	3959.68	3970.32	3959.29	3962.89	4844	0	15
2026.06.30	03:00:00	3962.89	3969.71	3962.57	3966.33	4416	0	15
2026.06.30	03:15:00	3966.33	3971.12	3963.05	3965.73	3986	0	15
2026.06.30	03:30:00	3965.72	3967.10	3960.18	3963.27	3540	0	15
2026.06.30	03:45:00	3963.23	3971.27	3963.18	3969.89	3429	0	15
2026.06.30	04:00:00	3969.89	3975.09	3968.17	3972.60	3252	0	15
2026.06.30	04:15:00	3972.60	3983.44	3972.01	3982.67	2335	0	15
2026.06.30	04:30:00	3982.59	3998.21	3982.44	3988.57	4002	0	15
2026.06.30	04:45:00	3988.57	3991.39	3983.38	3985.55	3458	0	15
2026.06.30	05:00:00	3985.55	3990.81	3983.93	3984.80	2818	0	15
2026.06.30	05:15:00	3984.80	3987.65	3979.62	3982.85	2705	0	15
2026.06.30	05:30:00	3982.85	3985.04	3975.21	3979.45	4530	0	15
2026.06.30	05:45:00	3979.45	3981.83	3976.44	3978.02	4010	0	15
2026.06.30	06:00:00	3977.99	3989.53	3977.99	3987.79	4444	0	15
2026.06.30	06:15:00	3987.79	4013.43	3984.08	4012.09	5230	0	15
2026.06.30	06:30:00	4012.03	4034.26	4011.06	4024.64	6288	0	15
2026.06.30	06:45:00	4024.64	4033.24	4023.65	4029.51	4756	0	15
2026.06.30	07:00:00	4029.50	4029.95	4023.88	4025.79	3364	0	15
2026.06.30	07:15:00	4025.79	4034.78	4025.30	4028.59	3046	0	15
2026.06.30	07:30:00	4028.59	4031.99	4026.18	4028.66	2785	0	15
2026.06.30	07:45:00	4028.66	4032.93	4025.58	4032.13	2333	0	15
2026.06.30	08:00:00	4031.93	4037.91	4022.08	4024.29	3932	0	15
2026.06.30	08:15:00	4024.29	4026.39	4020.29	4025.96	3085	0	15
2026.06.30	08:30:00	4025.96	4026.88	4015.54	4017.95	3289	0	15
2026.06.30	08:45:00	4017.95	4019.59	4013.64	4015.77	3040	0	15
2026.06.30	09:00:00	4015.68	4021.72	4014.79	4018.51	2301	0	15
2026.06.30	09:15:00	4018.51	4022.82	4016.20	4017.40	2464	0	15
2026.06.30	09:30:00	4017.40	4018.78	4012.60	4018.65	2451	0	15
2026.06.30	09:45:00	4018.65	4023.95	4018.25	4023.95	2583	0	15
2026.06.30	10:00:00	4024.05	4026.62	4021.56	4025.79	2361	0	15
2026.06.30	10:15:00	4025.79	4028.76	4023.79	4028.61	2109	0	15
2026.06.30	10:30:00	4028.55	4029.94	4025.25	4028.10	1847	0	15
2026.06.30	10:45:00	4028.10	4031.35	4026.34	4029.88	2100	0	15
2026.06.30	11:00:00	4029.88	4033.75	4025.22	4033.50	2442	0	15
2026.06.30	11:15:00	4033.50	4034.28	4029.90	4031.90	2634	0	15
2026.06.30	11:30:00	4031.90	4035.16	4028.47	4034.60	2671	0	15
2026.06.30	11:45:00	4034.60	4037.36	4030.29	4033.91	2651	0	15
2026.06.30	12:00:00	4033.91	4034.41	4026.09	4026.64	2939	0	15
2026.06.30	12:15:00	4026.64	4028.75	4014.39	4016.95	3314	0	15
2026.06.30	12:30:00	4016.95	4021.97	4012.83	4018.76	3646	0	15
2026.06.30	12:45:00	4018.43	4018.45	4008.75	4009.93	3534	0	15
2026.06.30	13:00:00	4009.91	4025.94	4009.39	4023.54	4812	0	15
2026.06.30	13:15:00	4023.59	4033.41	4019.03	4023.87	4346	0	15
2026.06.30	13:30:00	4023.96	4027.62	4013.23	4025.24	5861	0	15
2026.06.30	13:45:00	4025.19	4032.62	4022.07	4029.78	5829	0	15
2026.06.30	14:00:00	4029.78	4048.70	4025.19	4043.68	6160	0	15
2026.06.30	14:15:00	4043.56	4063.41	4043.10	4054.07	5947	0	15
2026.06.30	14:30:00	4054.09	4058.61	4044.77	4051.03	5311	0	15
2026.06.30	14:45:00	4051.14	4051.14	4037.40	4037.40	5590	0	15
2026.06.30	15:00:00	4037.49	4039.42	4032.32	4036.04	5154	0	15
2026.06.30	15:15:00	4036.04	4036.04	4022.15	4028.59	4907	0	15
2026.06.30	15:30:00	4028.67	4031.56	4026.95	4029.64	4165	0	15
2026.06.30	15:45:00	4029.68	4034.85	4028.75	4029.37	3943	0	15
2026.06.30	16:00:00	4029.37	4030.35	4025.95	4029.96	2913	0	15
2026.06.30	16:15:00	4029.96	4031.51	4027.88	4029.66	2439	0	15
2026.06.30	16:30:00	4029.66	4032.21	4027.37	4031.45	2649	0	15
2026.06.30	16:45:00	4031.45	4033.89	4025.99	4026.14	2404	0	15
2026.06.30	17:00:00	4026.15	4027.90	4020.73	4023.17	3004	0	15
2026.06.30	17:15:00	4023.20	4028.10	4021.61	4025.52	3286	0	15
2026.06.30	17:30:00	4025.42	4029.86	4025.42	4029.48	2235	0	15
2026.06.30	17:45:00	4029.48	4032.20	4029.12	4030.75	1755	0	15
2026.06.30	18:00:00	4030.75	4033.83	4030.75	4032.42	1545	0	15
2026.06.30	18:15:00	4032.42	4032.98	4030.48	4031.44	1424	0	15
2026.06.30	18:30:00	4031.49	4031.59	4028.29	4030.92	1445	0	15
2026.06.30	18:45:00	4030.92	4032.49	4028.50	4028.58	1779	0	15
2026.06.30	19:00:00	4028.58	4029.46	4023.59	4024.10	1820	0	15
2026.06.30	19:15:00	4024.10	4025.11	4021.19	4021.19	2030	0	15
2026.06.30	19:30:00	4021.22	4023.24	4020.68	4022.10	2051	0	15
2026.06.30	19:45:00	4022.09	4022.63	4014.80	4016.15	3909	0	15
2026.06.30	20:00:00	4016.15	4020.68	4013.80	4019.86	1843	0	15
2026.06.30	20:15:00	4019.86	4021.06	4012.37	4012.90	1702	0	28
2026.06.30	20:30:00	4012.92	4013.67	4010.19	4011.14	1189	0	28
2026.06.30	20:45:00	4011.14	4011.75	4006.40	4007.45	1675	0	28
2026.06.30	22:00:00	4013.98	4017.49	4013.78	4014.61	1281	0	28
2026.06.30	22:15:00	4014.61	4016.45	4011.97	4013.82	2102	0	28
2026.06.30	22:30:00	4013.82	4018.07	4013.17	4014.25	1487	0	28
2026.06.30	22:45:00	4014.15	4016.28	4011.08	4013.08	1458	0	28
2026.06.30	23:00:00	4013.12	4018.35	4010.97	4014.05	2108	0	15
2026.06.30	23:15:00	4014.05	4015.20	4008.16	4011.05	1703	0	15
2026.06.30	23:30:00	4011.05	4012.61	4008.81	4009.30	1787	0	15
2026.06.30	23:45:00	4009.30	4010.14	4005.36	4005.75	2075	0	15
2026.07.01	00:00:00	4005.75	4009.82	4005.57	4008.45	3039	0	15
2026.07.01	00:15:00	4008.45	4009.21	4001.37	4001.87	3621	0	15
2026.07.01	00:30:00	4001.87	4005.79	3996.25	3996.37	3447	0	15
2026.07.01	00:45:00	3996.37	3999.50	3993.25	3996.67	3418	0	15
2026.07.01	01:00:00	3996.69	3999.73	3979.04	3984.29	6133	0	15
2026.07.01	01:15:00	3984.41	3986.06	3975.72	3985.86	5237	0	15
2026.07.01	01:30:00	3985.88	3988.65	3975.04	3978.89	4766	0	15
2026.07.01	01:45:00	3978.89	3981.93	3973.97	3977.80	4981	0	15
2026.07.01	02:00:00	3977.80	3979.83	3969.91	3976.47	5158	0	15
2026.07.01	02:15:00	3976.47	3982.44	3975.77	3980.87	3394	0	15
2026.07.01	02:30:00	3980.87	3986.14	3978.71	3982.97	4345	0	15
2026.07.01	02:45:00	3983.09	3985.29	3978.48	3979.26	3418	0	15
2026.07.01	03:00:00	3979.28	3985.58	3978.49	3983.48	3284	0	15
2026.07.01	03:15:00	3983.48	3987.02	3980.09	3981.43	3186	0	15
2026.07.01	03:30:00	3981.43	3982.27	3976.65	3977.52	2868	0	15
2026.07.01	03:45:00	3977.52	3980.70	3976.75	3980.62	1701	0	15
2026.07.01	04:00:00	3980.62	3981.17	3973.64	3976.55	2117	0	15
2026.07.01	04:15:00	3976.55	3978.03	3974.47	3977.61	1741	0	15
2026.07.01	04:30:00	3977.61	3980.89	3972.49	3974.61	1932	0	15
2026.07.01	04:45:00	3974.61	3982.80	3974.37	3976.45	2254	0	15
2026.07.01	05:00:00	3976.43	3977.15	3969.87	3971.94	2941	0	15
2026.07.01	05:15:00	3971.94	3975.21	3970.11	3972.78	2268	0	15
2026.07.01	05:30:00	3972.78	3978.95	3970.42	3974.56	4087	0	15
2026.07.01	05:45:00	3974.56	3978.97	3973.49	3974.02	3955	0	15
2026.07.01	06:00:00	3974.02	3977.55	3963.56	3965.10	4443	0	15
2026.07.01	06:15:00	3965.10	3969.76	3963.19	3967.44	3805	0	15
2026.07.01	06:30:00	3967.47	3973.53	3963.35	3971.75	3037	0	15
2026.07.01	06:45:00	3971.75	3973.54	3969.10	3971.90	2613	0	15
2026.07.01	07:00:00	3971.84	3973.85	3960.20	3961.69	3394	0	15
2026.07.01	07:15:00	3961.65	3972.10	3959.81	3964.30	3153	0	15
2026.07.01	07:30:00	3964.30	3971.23	3960.88	3971.09	3579	0	15
2026.07.01	07:45:00	3971.09	3978.46	3968.96	3976.11	3481	0	15
2026.07.01	08:00:00	3976.04	3976.30	3969.50	3974.33	2982	0	15
2026.07.01	08:15:00	3974.33	3984.46	3974.27	3978.78	2971	0	15
2026.07.01	08:30:00	3978.78	3979.62	3972.36	3976.96	2722	0	15
2026.07.01	08:45:00	3976.96	3977.47	3971.40	3974.45	2193	0	15
2026.07.01	09:00:00	3974.45	3977.56	3972.80	3975.76	2367	0	15
2026.07.01	09:15:00	3975.76	3980.36	3975.53	3978.75	2124	0	15
2026.07.01	09:30:00	3978.75	3982.60	3977.58	3981.71	2357	0	15
2026.07.01	09:45:00	3981.79	3986.00	3981.79	3984.45	2115	0	15
2026.07.01	10:00:00	3984.49	3989.53	3982.52	3984.26	2356	0	15
2026.07.01	10:15:00	3984.55	3987.44	3981.44	3987.30	1891	0	15
2026.07.01	10:30:00	3987.20	3994.49	3986.54	3987.37	2381	0	15
2026.07.01	10:45:00	3987.35	3998.77	3987.02	3998.40	2066	0	15
2026.07.01	11:00:00	3998.40	4019.48	3997.92	4016.00	3601	0	15
2026.07.01	11:15:00	4016.00	4027.18	4015.15	4026.83	4134	0	15
2026.07.01	11:30:00	4026.66	4031.96	4023.17	4029.34	3292	0	15
2026.07.01	11:45:00	4029.35	4035.56	4028.77	4030.34	3351	0	15
2026.07.01	12:00:00	4030.49	4033.97	4019.64	4021.64	3897	0	15
2026.07.01	12:15:00	4021.67	4030.52	4021.67	4025.90	4021	0	15
2026.07.01	12:30:00	4025.78	4033.17	4023.34	4025.99	4581	0	15
2026.07.01	12:45:00	4026.14	4029.08	4022.66	4022.84	3609	0	15
2026.07.01	13:00:00	4022.85	4025.02	4012.93	4021.44	5433	0	15
2026.07.01	13:15:00	4021.44	4047.27	4021.37	4046.88	6544	0	15
2026.07.01	13:30:00	4046.88	4100.10	4041.60	4098.26	7669	0	15
2026.07.01	13:45:00	4098.36	4107.99	4084.95	4089.62	6878	0	15
2026.07.01	14:00:00	4093.46	4101.64	4082.96	4092.91	6446	0	15
2026.07.01	14:15:00	4092.91	4106.84	4089.48	4100.61	6414	0	15
2026.07.01	14:30:00	4100.60	4115.50	4092.03	4092.99	6362	0	15
2026.07.01	14:45:00	4092.87	4095.10	4086.46	4093.45	5714	0	15
2026.07.01	15:00:00	4093.38	4094.60	4081.99	4085.18	5594	0	15
2026.07.01	15:15:00	4085.23	4092.08	4078.58	4083.91	4797	0	15
2026.07.01	15:30:00	4083.91	4084.16	4076.83	4082.49	4985	0	15
2026.07.01	15:45:00	4082.49	4088.06	4079.37	4081.17	4345	0	15
2026.07.01	16:00:00	4081.17	4088.40	4081.17	4082.40	3848	0	15
2026.07.01	16:15:00	4082.40	4085.06	4080.46	4081.46	3724	0	15
2026.07.01	16:30:00	4081.39	4083.39	4072.85	4074.66	3608	0	15
2026.07.01	16:45:00	4074.33	4076.48	4070.54	4071.25	4288	0	15
2026.07.01	17:00:00	4071.19	4073.68	4067.90	4071.34	3878	0	15
2026.07.01	17:15:00	4071.40	4072.07	4067.87	4068.09	3522	0	15
2026.07.01	17:30:00	4068.19	4073.30	4068.03	4070.94	3206	0	15
2026.07.01	17:45:00	4070.94	4072.43	4067.42	4068.24	2886	0	15
2026.07.01	18:00:00	4068.26	4070.80	4067.30	4069.01	2861	0	15
2026.07.01	18:15:00	4068.90	4069.24	4061.11	4061.32	3420	0	15
2026.07.01	18:30:00	4061.32	4066.06	4061.32	4063.08	2958	0	15
2026.07.01	18:45:00	4063.08	4063.22	4057.82	4062.21	3037	0	15
2026.07.01	19:00:00	4062.19	4068.38	4061.79	4065.39	2930	0	15
2026.07.01	19:15:00	4065.39	4066.12	4056.66	4058.97	2824	0	15
2026.07.01	19:30:00	4058.94	4059.74	4053.04	4053.86	2703	0	15
2026.07.01	19:45:00	4053.86	4054.29	4034.45	4038.74	4574	0	15
2026.07.01	20:00:00	4038.58	4039.72	4028.52	4035.59	3023	0	15
2026.07.01	20:15:00	4035.59	4039.34	4034.52	4038.62	1630	0	28
2026.07.01	20:30:00	4038.60	4039.21	4033.36	4033.92	1457	0	28
2026.07.01	20:45:00	4033.92	4035.94	4030.10	4030.98	1786	0	28
2026.07.01	22:00:00	4039.41	4041.04	4035.42	4036.78	1192	0	28
2026.07.01	22:15:00	4036.78	4039.25	4034.95	4038.26	1514	0	28
2026.07.01	22:30:00	4038.26	4040.64	4037.04	4039.99	1646	0	28
2026.07.01	22:45:00	4039.91	4045.16	4039.86	4045.03	1510	0	28
2026.07.01	23:00:00	4045.00	4045.11	4037.52	4037.74	1684	0	15
2026.07.01	23:15:00	4037.74	4039.41	4033.85	4037.31	1695	0	15
2026.07.01	23:30:00	4037.31	4040.68	4034.57	4035.81	1380	0	15
2026.07.01	23:45:00	4035.81	4037.09	4033.39	4035.14	2609	0	15
2026.07.02	00:00:00	4035.22	4046.09	4030.78	4044.90	4622	0	15
2026.07.02	00:15:00	4044.90	4048.62	4040.27	4046.43	3275	0	15
2026.07.02	00:30:00	4046.43	4046.82	4038.09	4039.29	3233	0	15
2026.07.02	00:45:00	4039.29	4052.62	4039.26	4051.89	3721	0	15
2026.07.02	01:00:00	4051.91	4068.69	4050.71	4065.25	5751	0	15
2026.07.02	01:15:00	4065.15	4065.78	4050.17	4053.26	4414	0	15
2026.07.02	01:30:00	4053.26	4055.54	4046.35	4047.75	4855	0	15
2026.07.02	01:45:00	4047.75	4056.44	4045.26	4050.27	4136	0	15
2026.07.02	02:00:00	4050.27	4051.07	4041.30	4048.12	3997	0	15
2026.07.02	02:15:00	4048.12	4054.94	4047.88	4051.59	3269	0	15
2026.07.02	02:30:00	4051.57	4057.03	4047.82	4056.32	3756	0	15
2026.07.02	02:45:00	4056.27	4061.01	4054.27	4057.09	3822	0	15
2026.07.02	03:00:00	4057.09	4059.71	4055.52	4057.60	3385	0	15
2026.07.02	03:15:00	4057.60	4067.27	4057.58	4065.36	3478	0	15
